Customer Number,Offer Accepted,Reward,Mailer Type
3220,No,Points,Letter
3221,No,Cash Back,Letter
3222,No,Air Miles,Letter
3223,No,Cash Back,Letter
3224,No,Air Miles,Letter
3225,No,Points,Postcard
3226,No,Air Miles,Postcard
3227,No,Cash Back,Letter
3228,Yes,Air Miles,Letter
3229,No,Cash Back,Letter
3230,No,Air Miles,Postcard
3231,No,Cash Back,Postcard
3232,No,Cash Back,Postcard
3233,No,Cash Back,Postcard
3234,No,Points,Letter
3235,No,Air Miles,Postcard
3236,No,Air Miles,Postcard
3237,No,Air Miles,Letter
3238,No,Air Miles,Letter
3239,No,Air Miles,Postcard
3240,No,Cash Back,Postcard
3241,No,Cash Back,Postcard
3242,No,Air Miles,Letter
3243,No,Points,Letter
3244,Yes,Cash Back,Letter
3245,No,Cash Back,Letter
3246,No,Cash Back,Letter
3247,No,Cash Back,Postcard
3248,No,Cash Back,Letter
3249,No,Points,Letter
3250,No,Air Miles,Letter
3251,No,Cash Back,Postcard
3252,No,Points,Postcard
3253,No,Cash Back,Letter
3254,No,Cash Back,Letter
3255,No,Air Miles,Postcard
3256,No,Air Miles,Postcard
3257,No,Points,Postcard
3258,No,Points,Letter
3259,No,Air Miles,Letter
3260,No,Air Miles,Postcard
3261,No,Air Miles,Letter
3262,No,Air Miles,Letter
3263,No,Points,Letter
3264,No,Cash Back,Postcard
3265,No,Points,Letter
3266,No,Points,Postcard
3267,No,Points,Letter
3268,No,Cash Back,Letter
3269,No,Points,Letter
3270,No,Cash Back,Letter
3271,No,Air Miles,Letter
3272,No,Points,Postcard
3273,No,Air Miles,Postcard
3274,No,Air Miles,Letter
3275,No,Cash Back,Postcard
3276,No,Cash Back,Letter
3277,No,Cash Back,Postcard
3278,No,Points,Postcard
3279,No,Points,Postcard
3280,No,Air Miles,Letter
3281,No,Air Miles,Postcard
3282,No,Points,Postcard
3283,No,Air Miles,Postcard
3284,No,Air Miles,Letter
3285,No,Cash Back,Letter
3286,No,Cash Back,Postcard
3287,No,Cash Back,Postcard
3288,No,Cash Back,Letter
3289,No,Points,Letter
3290,No,Points,Letter
3291,No,Points,Letter
3292,No,Points,Postcard
3293,No,Points,Postcard
3294,No,Cash Back,Letter
3295,No,Cash Back,Postcard
3296,No,Points,Letter
3297,No,Air Miles,Postcard
3298,No,Points,Letter
3299,No,Cash Back,Postcard
3300,No,Points,Postcard
3301,No,Air Miles,Letter
3302,No,Air Miles,Postcard
3303,No,Air Miles,Letter
3304,No,Air Miles,Letter
3305,No,Points,Postcard
3306,No,Points,Postcard
3307,No,Points,Postcard
3308,No,Air Miles,Letter
3309,No,Cash Back,Letter
3310,No,Cash Back,Postcard
3311,No,Points,Letter
3312,No,Cash Back,Letter
3313,No,Cash Back,Postcard
3314,No,Cash Back,Letter
3315,No,Points,Letter
3316,No,Air Miles,Postcard
3317,No,Cash Back,Letter
3318,No,Points,Letter
3319,No,Points,Postcard
3320,No,Cash Back,Postcard
3321,No,Cash Back,Postcard
3322,No,Air Miles,Letter
3323,No,Points,Postcard
3324,No,Air Miles,Letter
3325,No,Air Miles,Letter
3326,No,Air Miles,Postcard
3327,No,Points,Letter
3328,No,Points,Postcard
3329,No,Air Miles,Letter
3330,No,Air Miles,Letter
3331,No,Points,Postcard
3332,No,Cash Back,Postcard
3333,Yes,Points,Postcard
3334,No,Cash Back,Letter
3335,No,Cash Back,Postcard
3336,No,Air Miles,Letter
3337,No,Air Miles,Postcard
3338,No,Points,Letter
3339,No,Cash Back,Letter
3340,No,Air Miles,Letter
3341,No,Points,Letter
3342,No,Cash Back,Letter
3343,No,Points,Postcard
3344,No,Cash Back,Letter
3345,No,Points,Letter
3346,No,Cash Back,Letter
3347,No,Air Miles,Postcard
3348,No,Air Miles,Letter
3349,Yes,Points,Postcard
3350,No,Cash Back,Letter
3351,Yes,Air Miles,Letter
3352,No,Points,Postcard
3353,No,Air Miles,Postcard
3354,No,Cash Back,Letter
3355,No,Air Miles,Letter
3356,No,Cash Back,Letter
3357,No,Points,Postcard
3358,No,Cash Back,Letter
3359,No,Air Miles,Letter
3360,No,Air Miles,Letter
3361,No,Cash Back,Postcard
3362,No,Air Miles,Postcard
3363,No,Points,Postcard
3364,No,Air Miles,Letter
3365,No,Air Miles,Letter
3366,No,Air Miles,Postcard
3367,No,Points,Postcard
3368,No,Points,Letter
3369,No,Points,Postcard
3370,No,Points,Postcard
3371,No,Air Miles,Postcard
3372,No,Air Miles,Letter
3373,No,Cash Back,Letter
3374,No,Points,Postcard
3375,Yes,Air Miles,Postcard
3376,No,Points,Postcard
3377,No,Points,Letter
3378,No,Cash Back,Postcard
3379,No,Air Miles,Postcard
3380,No,Cash Back,Letter
3381,No,Air Miles,Postcard
3382,No,Points,Letter
3383,No,Cash Back,Postcard
3384,No,Cash Back,Postcard
3385,No,Air Miles,Postcard
3386,No,Air Miles,Postcard
3387,No,Cash Back,Postcard
3388,No,Cash Back,Postcard
3389,No,Cash Back,Postcard
3390,No,Cash Back,Postcard
3391,No,Points,Postcard
3392,Yes,Points,Postcard
3393,No,Points,Postcard
3394,No,Points,Letter
3395,No,Points,Postcard
3396,No,Points,Postcard
3397,No,Air Miles,Postcard
3398,No,Air Miles,Postcard
3399,No,Points,Letter
3400,No,Cash Back,Letter
3401,Yes,Points,Postcard
3402,No,Air Miles,Letter
3403,No,Cash Back,Letter
3404,No,Cash Back,Postcard
3405,No,Cash Back,Letter
3406,No,Cash Back,Postcard
3407,No,Points,Letter
3408,No,Air Miles,Letter
3409,No,Points,Postcard
3410,No,Cash Back,Letter
3411,Yes,Air Miles,Postcard
3412,No,Points,Postcard
3413,No,Points,Letter
3414,No,Points,Letter
3415,No,Air Miles,Letter
3416,No,Points,Postcard
3417,No,Air Miles,Letter
3418,No,Air Miles,Letter
3419,Yes,Air Miles,Letter
3420,No,Air Miles,Postcard
3421,No,Points,Postcard
3422,No,Points,Postcard
3423,No,Points,Postcard
3424,No,Points,Letter
3425,No,Air Miles,Letter
3426,No,Points,Postcard
3427,No,Points,Postcard
3428,No,Points,Letter
3429,No,Points,Postcard
3430,No,Cash Back,Letter
3431,No,Air Miles,Postcard
3432,No,Air Miles,Letter
3433,No,Air Miles,Letter
3434,No,Cash Back,Letter
3435,No,Cash Back,Postcard
3436,No,Points,Postcard
3437,No,Air Miles,Letter
3438,No,Points,Letter
3439,No,Cash Back,Postcard
3440,No,Points,Postcard
3441,No,Air Miles,Letter
3442,No,Points,Postcard
3443,No,Air Miles,Letter
3444,No,Cash Back,Postcard
3445,No,Cash Back,Letter
3446,No,Points,Postcard
3447,No,Cash Back,Letter
3448,No,Cash Back,Postcard
3449,No,Cash Back,Postcard
3450,No,Air Miles,Letter
3451,No,Points,Postcard
3452,No,Cash Back,Letter
3453,No,Cash Back,Postcard
3454,No,Cash Back,Letter
3455,No,Points,Letter
3456,No,Cash Back,Postcard
3457,No,Air Miles,Letter
3458,No,Air Miles,Postcard
3459,No,Points,Postcard
3460,Yes,Points,Postcard
3461,No,Cash Back,Letter
3462,No,Points,Letter
3463,No,Points,Postcard
3464,No,Cash Back,Postcard
3465,No,Cash Back,Letter
3466,No,Points,Postcard
3467,No,Air Miles,Letter
3468,No,Points,Letter
3469,No,Points,Postcard
3470,No,Cash Back,Postcard
3471,No,Cash Back,Postcard
3472,No,Points,Postcard
3473,No,Points,Letter
3474,No,Air Miles,Letter
3475,No,Points,Postcard
3476,No,Cash Back,Postcard
3477,No,Points,Letter
3478,No,Cash Back,Postcard
3479,No,Points,Postcard
3480,Yes,Air Miles,Postcard
3481,No,Air Miles,Letter
3482,No,Points,Letter
3483,No,Points,Postcard
3484,No,Points,Postcard
3485,No,Cash Back,Letter
3486,No,Air Miles,Postcard
3487,No,Points,Postcard
3488,No,Air Miles,Postcard
3489,No,Air Miles,Letter
3490,No,Air Miles,Letter
3491,No,Points,Postcard
3492,Yes,Cash Back,Postcard
3493,No,Points,Postcard
3494,No,Air Miles,Postcard
3495,No,Air Miles,Letter
3496,No,Cash Back,Postcard
3497,No,Points,Letter
3498,No,Points,Postcard
3499,No,Points,Postcard
3500,No,Cash Back,Letter
3501,No,Cash Back,Letter
3502,No,Cash Back,Letter
3503,No,Points,Postcard
3504,No,Cash Back,Letter
3505,No,Points,Postcard
3506,No,Air Miles,Letter
3507,No,Points,Postcard
3508,No,Points,Postcard
3509,No,Air Miles,Postcard
3510,No,Cash Back,Postcard
3511,No,Air Miles,Postcard
3512,No,Cash Back,Postcard
3513,No,Cash Back,Postcard
3514,No,Cash Back,Letter
3515,No,Points,Letter
3516,No,Air Miles,Postcard
3517,No,Cash Back,Postcard
3518,No,Air Miles,Letter
3519,No,Cash Back,Letter
3520,No,Cash Back,Letter
3521,No,Points,Postcard
3522,No,Cash Back,Postcard
3523,No,Air Miles,Letter
3524,No,Cash Back,Letter
3525,No,Points,Letter
3526,No,Cash Back,Letter
3527,No,Points,Letter
3528,No,Cash Back,Letter
3529,No,Cash Back,Letter
3530,No,Cash Back,Letter
3531,No,Cash Back,Postcard
3532,No,Points,Letter
3533,No,Points,Postcard
3534,No,Air Miles,Letter
3535,No,Air Miles,Letter
3536,No,Air Miles,Postcard
3537,No,Cash Back,Letter
3538,No,Points,Letter
3539,No,Air Miles,Letter
3540,No,Cash Back,Postcard
3541,No,Points,Postcard
3542,No,Points,Postcard
3543,No,Cash Back,Letter
3544,No,Air Miles,Letter
3545,No,Points,Letter
3546,No,Air Miles,Letter
3547,No,Points,Postcard
3548,No,Air Miles,Letter
3549,No,Points,Letter
3550,No,Air Miles,Letter
3551,No,Cash Back,Letter
3552,No,Air Miles,Postcard
3553,No,Air Miles,Letter
3554,No,Cash Back,Postcard
3555,No,Points,Postcard
3556,No,Points,Letter
3557,No,Cash Back,Letter
3558,No,Points,Letter
3559,No,Points,Postcard
3560,No,Air Miles,Letter
3561,No,Points,Postcard
3562,No,Cash Back,Postcard
3563,No,Cash Back,Letter
3564,No,Air Miles,Letter
3565,No,Cash Back,Postcard
3566,No,Points,Letter
3567,No,Points,Postcard
3568,Yes,Cash Back,Letter
3569,No,Cash Back,Letter
3570,No,Cash Back,Letter
3571,No,Points,Letter
3572,No,Air Miles,Letter
3573,No,Air Miles,Letter
3574,No,Points,Letter
3575,No,Cash Back,Postcard
3576,No,Points,Postcard
3577,No,Air Miles,Letter
3578,No,Cash Back,Letter
3579,No,Points,Letter
3580,No,Air Miles,Postcard
3581,No,Air Miles,Letter
3582,No,Points,Letter
3583,No,Points,Letter
3584,No,Cash Back,Letter
3585,Yes,Points,Postcard
3586,No,Cash Back,Letter
3587,No,Air Miles,Letter
3588,No,Points,Postcard
3589,No,Cash Back,Letter
3590,No,Air Miles,Letter
3591,No,Cash Back,Letter
3592,No,Points,Letter
3593,No,Cash Back,Postcard
3594,No,Cash Back,Letter
3595,No,Air Miles,Letter
3596,No,Points,Letter
3597,No,Points,Postcard
3598,No,Cash Back,Letter
3599,No,Cash Back,Postcard
3600,No,Air Miles,Letter
3601,No,Points,Letter
3602,No,Air Miles,Letter
3603,No,Cash Back,Postcard
3604,No,Points,Letter
3605,No,Air Miles,Postcard
3606,No,Cash Back,Letter
3607,No,Air Miles,Letter
3608,No,Cash Back,Letter
3609,No,Air Miles,Letter
3610,No,Points,Postcard
3611,No,Cash Back,Postcard
3612,No,Cash Back,Postcard
3613,Yes,Air Miles,Postcard
3614,No,Air Miles,Letter
3615,No,Points,Postcard
3616,No,Points,Postcard
3617,No,Cash Back,Letter
3618,No,Cash Back,Postcard
3619,No,Air Miles,Postcard
3620,No,Points,Postcard
3621,No,Points,Postcard
3622,No,Points,Postcard
3623,No,Cash Back,Postcard
3624,No,Air Miles,Letter
3625,No,Cash Back,Letter
3626,No,Points,Postcard
3627,No,Points,Postcard
3628,No,Cash Back,Letter
3629,No,Cash Back,Postcard
3630,No,Cash Back,Postcard
3631,No,Air Miles,Postcard
3632,No,Cash Back,Letter
3633,No,Air Miles,Postcard
3634,Yes,Points,Postcard
3635,No,Points,Postcard
3636,No,Air Miles,Postcard
3637,No,Cash Back,Postcard
3638,No,Points,Letter
3639,No,Air Miles,Postcard
3640,No,Cash Back,Postcard
3641,No,Air Miles,Letter
3642,No,Cash Back,Letter
3643,No,Air Miles,Postcard
3644,No,Points,Letter
3645,No,Air Miles,Postcard
3646,No,Air Miles,Letter
3647,No,Cash Back,Letter
3648,No,Points,Letter
3649,No,Cash Back,Letter
3650,No,Points,Letter
3651,No,Air Miles,Letter
3652,No,Points,Letter
3653,No,Air Miles,Letter
3654,No,Points,Letter
3655,No,Cash Back,Letter
3656,No,Points,Postcard
3657,No,Cash Back,Postcard
3658,No,Points,Postcard
3659,No,Points,Letter
3660,No,Air Miles,Postcard
3661,No,Air Miles,Postcard
3662,Yes,Points,Letter
3663,No,Points,Postcard
3664,No,Points,Letter
3665,No,Cash Back,Letter
3666,No,Points,Letter
3667,Yes,Points,Letter
3668,No,Points,Letter
3669,No,Cash Back,Postcard
3670,No,Cash Back,Letter
3671,Yes,Points,Postcard
3672,No,Points,Letter
3673,No,Air Miles,Letter
3674,No,Cash Back,Letter
3675,No,Points,Postcard
3676,No,Points,Postcard
3677,No,Cash Back,Postcard
3678,No,Points,Letter
3679,No,Points,Postcard
3680,No,Points,Letter
3681,No,Cash Back,Postcard
3682,No,Cash Back,Postcard
3683,No,Cash Back,Letter
3684,No,Air Miles,Letter
3685,No,Air Miles,Letter
3686,No,Cash Back,Postcard
3687,Yes,Points,Postcard
3688,No,Air Miles,Postcard
3689,Yes,Points,Postcard
3690,No,Cash Back,Letter
3691,No,Points,Postcard
3692,No,Points,Letter
3693,No,Points,Postcard
3694,No,Cash Back,Postcard
3695,No,Points,Postcard
3696,No,Cash Back,Postcard
3697,No,Air Miles,Postcard
3698,No,Air Miles,Letter
3699,No,Cash Back,Letter
3700,No,Points,Postcard
3701,No,Cash Back,Letter
3702,No,Air Miles,Postcard
3703,Yes,Points,Postcard
3704,No,Cash Back,Letter
3705,Yes,Air Miles,Postcard
3706,No,Cash Back,Letter
3707,No,Air Miles,Postcard
3708,No,Cash Back,Letter
3709,No,Points,Postcard
3710,No,Air Miles,Letter
3711,No,Air Miles,Postcard
3712,No,Points,Postcard
3713,No,Air Miles,Letter
3714,No,Points,Letter
3715,No,Cash Back,Letter
3716,No,Points,Postcard
3717,No,Air Miles,Postcard
3718,No,Cash Back,Letter
3719,No,Cash Back,Postcard
3720,No,Air Miles,Letter
3721,No,Air Miles,Letter
3722,No,Cash Back,Postcard
3723,No,Air Miles,Postcard
3724,No,Cash Back,Postcard
3725,No,Cash Back,Letter
3726,No,Air Miles,Letter
3727,Yes,Air Miles,Postcard
3728,No,Cash Back,Postcard
3729,No,Points,Postcard
3730,No,Cash Back,Postcard
3731,No,Air Miles,Postcard
3732,No,Air Miles,Letter
3733,No,Air Miles,Letter
3734,No,Cash Back,Letter
3735,No,Points,Letter
3736,No,Points,Postcard
3737,No,Points,Postcard
3738,No,Points,Postcard
3739,No,Points,Postcard
3740,No,Air Miles,Letter
3741,Yes,Air Miles,Letter
3742,No,Cash Back,Postcard
3743,No,Air Miles,Letter
3744,No,Air Miles,Letter
3745,No,Air Miles,Letter
3746,No,Cash Back,Letter
3747,No,Points,Postcard
3748,No,Cash Back,Postcard
3749,No,Points,Postcard
3750,No,Cash Back,Postcard
3751,No,Air Miles,Postcard
3752,No,Air Miles,Letter
3753,No,Points,Postcard
3754,Yes,Air Miles,Postcard
3755,No,Cash Back,Postcard
3756,No,Air Miles,Letter
3757,No,Cash Back,Letter
3758,No,Air Miles,Letter
3759,No,Points,Postcard
3760,No,Air Miles,Letter
3761,No,Air Miles,Postcard
3762,No,Air Miles,Letter
3763,No,Cash Back,Postcard
3764,No,Air Miles,Letter
3765,No,Cash Back,Letter
3766,No,Cash Back,Letter
3767,No,Points,Letter
3768,No,Points,Postcard
3769,No,Points,Letter
3770,No,Cash Back,Letter
3771,No,Points,Letter
3772,Yes,Air Miles,Postcard
3773,No,Points,Letter
3774,No,Points,Letter
3775,Yes,Points,Postcard
3776,No,Air Miles,Letter
3777,No,Air Miles,Letter
3778,Yes,Points,Postcard
3779,No,Points,Letter
3780,No,Points,Letter
3781,No,Air Miles,Postcard
3782,No,Air Miles,Postcard
3783,No,Points,Letter
3784,No,Cash Back,Postcard
3785,No,Cash Back,Letter
3786,No,Air Miles,Postcard
3787,No,Cash Back,Postcard
3788,No,Points,Postcard
3789,No,Cash Back,Postcard
3790,No,Air Miles,Letter
3791,No,Cash Back,Letter
3792,No,Air Miles,Letter
3793,No,Points,Postcard
3794,No,Cash Back,Postcard
3795,No,Air Miles,Letter
3796,No,Points,Postcard
3797,No,Air Miles,Postcard
3798,No,Cash Back,Letter
3799,No,Points,Letter
3800,No,Cash Back,Postcard
3801,No,Points,Letter
3802,No,Points,Letter
3803,No,Points,Letter
3804,No,Air Miles,Letter
3805,No,Cash Back,Letter
3806,No,Air Miles,Letter
3807,No,Air Miles,Letter
3808,No,Points,Postcard
3809,No,Points,Letter
3810,No,Air Miles,Postcard
3811,No,Air Miles,Letter
3812,No,Air Miles,Letter
3813,No,Cash Back,Postcard
3814,No,Air Miles,Postcard
3815,No,Cash Back,Letter
3816,Yes,Points,Letter
3817,No,Cash Back,Postcard
3818,No,Points,Letter
3819,No,Air Miles,Postcard
3820,No,Points,Postcard
3821,No,Points,Letter
3822,No,Points,Postcard
3823,Yes,Cash Back,Postcard
3824,No,Points,Postcard
3825,No,Air Miles,Letter
3826,No,Points,Letter
3827,No,Air Miles,Postcard
3828,No,Points,Letter
3829,No,Cash Back,Postcard
3830,No,Air Miles,Letter
3831,No,Points,Letter
3832,Yes,Air Miles,Postcard
3833,No,Air Miles,Letter
3834,No,Points,Letter
3835,No,Points,Letter
3836,No,Points,Letter
3837,No,Cash Back,Letter
3838,No,Cash Back,Letter
3839,No,Points,Postcard
3840,No,Cash Back,Postcard
3841,No,Cash Back,Postcard
3842,No,Points,Letter
3843,No,Points,Letter
3844,No,Cash Back,Letter
3845,No,Air Miles,Postcard
3846,No,Cash Back,Letter
3847,No,Cash Back,Postcard
3848,No,Points,Letter
3849,No,Points,Postcard
3850,No,Points,Postcard
3851,No,Points,Postcard
3852,No,Cash Back,Letter
3853,No,Air Miles,Letter
3854,No,Cash Back,Postcard
3855,No,Points,Letter
3856,No,Points,Postcard
3857,No,Points,Postcard
3858,No,Points,Letter
3859,No,Cash Back,Letter
3860,No,Air Miles,Letter
3861,No,Points,Postcard
3862,No,Cash Back,Letter
3863,No,Cash Back,Postcard
3864,No,Points,Postcard
3865,No,Cash Back,Postcard
3866,Yes,Points,Postcard
3867,No,Air Miles,Postcard
3868,No,Cash Back,Letter
3869,No,Air Miles,Postcard
3870,No,Cash Back,Postcard
3871,No,Points,Postcard
3872,Yes,Air Miles,Postcard
3873,No,Points,Postcard
3874,No,Points,Postcard
3875,Yes,Cash Back,Postcard
3876,No,Points,Postcard
3877,No,Cash Back,Letter
3878,No,Cash Back,Postcard
3879,No,Cash Back,Postcard
3880,No,Cash Back,Postcard
3881,No,Cash Back,Postcard
3882,No,Air Miles,Letter
3883,No,Cash Back,Letter
3884,No,Air Miles,Letter
3885,No,Air Miles,Letter
3886,No,Points,Postcard
3887,No,Cash Back,Letter
3888,No,Cash Back,Letter
3889,No,Air Miles,Postcard
3890,No,Cash Back,Postcard
3891,No,Points,Letter
3892,No,Air Miles,Letter
3893,No,Cash Back,Postcard
3894,No,Cash Back,Postcard
3895,No,Air Miles,Postcard
3896,No,Cash Back,Postcard
3897,No,Air Miles,Postcard
3898,No,Air Miles,Postcard
3899,No,Cash Back,Postcard
3900,Yes,Air Miles,Postcard
3901,No,Points,Postcard
3902,No,Air Miles,Letter
3903,No,Air Miles,Letter
3904,No,Points,Postcard
3905,No,Air Miles,Letter
3906,No,Air Miles,Letter
3907,No,Points,Postcard
3908,No,Cash Back,Letter
3909,No,Air Miles,Letter
3910,No,Points,Postcard
3911,No,Cash Back,Letter
3912,No,Points,Postcard
3913,No,Cash Back,Letter
3914,No,Cash Back,Letter
3915,Yes,Points,Letter
3916,No,Air Miles,Postcard
3917,No,Points,Postcard
3918,No,Points,Postcard
3919,No,Air Miles,Postcard
3920,No,Points,Postcard
3921,No,Points,Postcard
3922,No,Cash Back,Letter
3923,No,Air Miles,Postcard
3924,No,Points,Postcard
3925,No,Air Miles,Postcard
3926,No,Air Miles,Letter
3927,No,Cash Back,Postcard
3928,No,Air Miles,Letter
3929,No,Cash Back,Letter
3930,No,Air Miles,Postcard
3931,No,Cash Back,Postcard
3932,No,Air Miles,Postcard
3933,No,Cash Back,Postcard
3934,No,Points,Postcard
3935,No,Air Miles,Letter
3936,No,Cash Back,Postcard
3937,No,Air Miles,Letter
3938,No,Air Miles,Letter
3939,No,Cash Back,Letter
3940,No,Air Miles,Postcard
3941,No,Points,Letter
3942,No,Points,Postcard
3943,No,Cash Back,Postcard
3944,No,Air Miles,Postcard
3945,No,Points,Postcard
3946,No,Air Miles,Letter
3947,No,Points,Postcard
3948,No,Air Miles,Letter
3949,No,Points,Postcard
3950,No,Points,Postcard
3951,No,Cash Back,Letter
3952,No,Points,Letter
3953,No,Cash Back,Letter
3954,No,Air Miles,Letter
3955,No,Cash Back,Letter
3956,No,Points,Letter
3957,No,Points,Postcard
3958,Yes,Points,Letter
3959,No,Air Miles,Letter
3960,No,Points,Letter
3961,No,Air Miles,Postcard
3962,No,Cash Back,Letter
3963,No,Air Miles,Postcard
3964,No,Cash Back,Postcard
3965,No,Cash Back,Postcard
3966,No,Air Miles,Letter
3967,No,Air Miles,Letter
3968,No,Air Miles,Postcard
3969,No,Points,Letter
3970,No,Cash Back,Letter
3971,No,Points,Letter
3972,No,Cash Back,Letter
3973,No,Cash Back,Letter
3974,No,Air Miles,Postcard
3975,No,Points,Postcard
3976,No,Cash Back,Postcard
3977,No,Points,Letter
3978,No,Cash Back,Letter
3979,No,Air Miles,Letter
3980,No,Cash Back,Postcard
3981,No,Cash Back,Postcard
3982,No,Air Miles,Postcard
3983,No,Cash Back,Postcard
3984,No,Points,Postcard
3985,No,Air Miles,Postcard
3986,No,Air Miles,Postcard
3987,No,Air Miles,Letter
3988,No,Points,Letter
3989,No,Air Miles,Letter
3990,No,Points,Postcard
3991,No,Cash Back,Letter
3992,No,Cash Back,Letter
3993,No,Air Miles,Letter
3994,No,Cash Back,Letter
3995,No,Points,Postcard
3996,No,Cash Back,Postcard
3997,No,Points,Postcard
3998,No,Air Miles,Postcard
3999,No,Points,Postcard
4000,No,Cash Back,Letter
4001,No,Cash Back,Letter
4002,No,Air Miles,Letter
4003,No,Cash Back,Letter
4004,No,Air Miles,Letter
4005,No,Cash Back,Letter
4006,No,Points,Postcard
4007,No,Air Miles,Letter
4008,No,Points,Postcard
4009,No,Air Miles,Postcard
4010,No,Air Miles,Postcard
4011,No,Air Miles,Letter
4012,No,Air Miles,Postcard
4013,No,Cash Back,Postcard
4014,No,Air Miles,Letter
4015,No,Air Miles,Letter
4016,No,Air Miles,Postcard
4017,No,Air Miles,Letter
4018,No,Air Miles,Letter
4019,No,Points,Postcard
4020,No,Air Miles,Letter
4021,No,Cash Back,Letter
4022,Yes,Air Miles,Postcard
4023,No,Points,Postcard
4024,No,Points,Postcard
4025,No,Air Miles,Letter
4026,No,Points,Letter
4027,No,Points,Letter
4028,No,Points,Postcard
4029,No,Air Miles,Letter
4030,No,Cash Back,Letter
4031,No,Cash Back,Letter
4032,No,Cash Back,Postcard
4033,No,Cash Back,Postcard
4034,No,Air Miles,Letter
4035,No,Points,Postcard
4036,No,Air Miles,Letter
4037,No,Cash Back,Postcard
4038,No,Points,Postcard
4039,Yes,Air Miles,Postcard
4040,No,Points,Letter
4041,No,Points,Postcard
4042,No,Air Miles,Postcard
4043,No,Points,Letter
4044,No,Cash Back,Postcard
4045,No,Cash Back,Letter
4046,No,Cash Back,Letter
4047,No,Cash Back,Postcard
4048,No,Air Miles,Postcard
4049,No,Air Miles,Postcard
4050,No,Points,Letter
4051,No,Air Miles,Postcard
4052,Yes,Cash Back,Postcard
4053,No,Air Miles,Postcard
4054,No,Air Miles,Postcard
4055,No,Air Miles,Postcard
4056,No,Air Miles,Postcard
4057,No,Air Miles,Postcard
4058,No,Points,Postcard
4059,No,Air Miles,Letter
4060,Yes,Points,Postcard
4061,No,Points,Postcard
4062,No,Cash Back,Postcard
4063,No,Points,Postcard
4064,No,Air Miles,Letter
4065,No,Air Miles,Letter
4066,No,Points,Letter
4067,No,Points,Letter
4068,No,Air Miles,Letter
4069,No,Points,Letter
4070,No,Cash Back,Postcard
4071,No,Points,Letter
4072,No,Points,Letter
4073,No,Points,Postcard
4074,No,Points,Postcard
4075,No,Air Miles,Postcard
4076,No,Points,Letter
4077,No,Air Miles,Letter
4078,No,Air Miles,Postcard
4079,No,Points,Letter
4080,No,Cash Back,Letter
4081,No,Air Miles,Letter
4082,No,Cash Back,Letter
4083,No,Air Miles,Letter
4084,No,Cash Back,Postcard
4085,No,Points,Letter
4086,No,Points,Letter
4087,No,Cash Back,Postcard
4088,No,Points,Letter
4089,No,Cash Back,Letter
4090,Yes,Air Miles,Postcard
4091,No,Cash Back,Letter
4092,No,Points,Postcard
4093,No,Cash Back,Letter
4094,No,Air Miles,Postcard
4095,No,Points,Letter
4096,No,Cash Back,Postcard
4097,Yes,Points,Postcard
4098,No,Cash Back,Letter
4099,No,Air Miles,Letter
4100,No,Cash Back,Letter
4101,No,Cash Back,Postcard
4102,No,Air Miles,Postcard
4103,No,Air Miles,Postcard
4104,No,Air Miles,Letter
4105,No,Cash Back,Postcard
4106,No,Air Miles,Letter
4107,No,Cash Back,Letter
4108,No,Points,Postcard
4109,No,Points,Postcard
4110,No,Air Miles,Postcard
4111,No,Cash Back,Letter
4112,No,Cash Back,Letter
4113,No,Cash Back,Letter
4114,No,Air Miles,Postcard
4115,No,Cash Back,Letter
4116,No,Points,Letter
4117,No,Cash Back,Postcard
4118,No,Points,Letter
4119,No,Points,Letter
4120,No,Air Miles,Postcard
4121,No,Cash Back,Letter
4122,Yes,Cash Back,Postcard
4123,No,Air Miles,Letter
4124,No,Points,Letter
4125,No,Air Miles,Postcard
4126,No,Cash Back,Postcard
4127,No,Cash Back,Letter
4128,No,Air Miles,Letter
4129,No,Cash Back,Letter
4130,No,Points,Letter
4131,No,Points,Postcard
4132,No,Points,Letter
4133,No,Cash Back,Letter
4134,No,Cash Back,Postcard
4135,No,Air Miles,Letter
4136,No,Cash Back,Letter
4137,No,Cash Back,Postcard
4138,No,Air Miles,Postcard
4139,No,Cash Back,Letter
4140,No,Air Miles,Postcard
4141,No,Air Miles,Letter
4142,No,Air Miles,Postcard
4143,No,Cash Back,Postcard
4144,No,Points,Letter
4145,No,Cash Back,Letter
4146,No,Points,Postcard
4147,No,Air Miles,Postcard
4148,No,Air Miles,Letter
4149,No,Cash Back,Postcard
4150,No,Air Miles,Postcard
4151,No,Cash Back,Postcard
4152,No,Air Miles,Postcard
4153,No,Points,Letter
4154,No,Air Miles,Postcard
4155,No,Points,Postcard
4156,No,Air Miles,Postcard
4157,No,Cash Back,Letter
4158,No,Points,Postcard
4159,Yes,Points,Postcard
4160,No,Cash Back,Postcard
4161,Yes,Air Miles,Postcard
4162,No,Cash Back,Letter
4163,No,Points,Letter
4164,No,Points,Postcard
4165,No,Points,Postcard
4166,No,Air Miles,Letter
4167,No,Points,Letter
4168,No,Cash Back,Letter
4169,No,Cash Back,Letter
4170,No,Points,Postcard
4171,No,Points,Postcard
4172,No,Cash Back,Postcard
4173,No,Points,Letter
4174,No,Points,Postcard
4175,No,Cash Back,Letter
4176,No,Air Miles,Postcard
4177,No,Points,Postcard
4178,No,Points,Postcard
4179,No,Cash Back,Postcard
