offer accepted,reward,mailertype,incomelevel,creditratingvalue,Credit Cards Held,Household Size,Average Balance
0,1,1,3,1,1,4,1133.25
0,3,1,1,0,1,3,668.75
0,3,0,1,1,1,3,255
0,1,1,1,0,2,2,1166.5
0,3,0,1,1,1,3,1113
0,3,1,1,1,1,4,989.5
0,3,0,1,1,1,3,788.75
0,0,0,1,1,1,3,1051.25
0,1,1,0,1,2,1,620.75
0,0,1,3,2,3,2,1293
0,1,1,1,2,2,3,821.75
0,1,1,1,0,2,3,814.5
0,0,1,1,2,3,4,1159.75
0,3,1,1,1,2,2,351
0,3,0,1,0,3,1,1007.75
0,3,0,1,2,2,3,1209.5
0,1,1,3,0,3,3,897.75
0,0,0,1,2,4,3,1110
0,1,0,1,2,1,4,1009
0,1,0,1,2,3,4,1090.5
0,1,0,0,1,1,2,955.25
1,1,1,0,0,2,3,981.75
0,3,1,1,0,2,5,1034.5
0,0,0,1,1,2,4,139.5
0,1,1,0,0,2,4,982.5
0,0,0,1,2,1,4,178.75
0,3,1,1,0,3,3,1003.5
0,3,1,1,1,4,3,892
0,1,0,1,0,2,2,1144.5
0,0,0,3,1,2,5,1120
1,0,1,0,0,2,4,942
0,0,0,1,2,2,4,848.25
0,1,1,1,1,2,4,142.5
0,1,0,0,0,3,5,198
0,0,0,1,1,3,5,929.5
0,0,1,1,1,1,5,1086.25
0,1,0,1,1,2,5,248.25
0,1,0,0,1,1,2,1201
0,3,0,1,1,1,5,1000.75
0,3,0,1,2,3,2,1203.75
0,3,0,1,1,2,2,812.25
0,3,1,1,2,2,5,717.25
0,0,0,3,1,2,3,1387.75
0,0,1,1,1,2,4,1488
0,0,1,1,1,3,4,905.25
0,3,0,1,1,1,6,1533.75
0,0,0,1,0,3,4,812.5
0,3,0,1,0,3,3,1156.75
0,3,0,0,1,2,1,940.75
0,0,0,1,1,2,5,815.5
0,3,0,1,1,2,4,1068.5
0,1,0,1,0,2,4,1039.25
0,0,0,1,1,2,4,1035.5
0,3,0,1,2,1,3,0
0,0,0,1,2,1,4,855.75
0,3,0,3,1,1,5,1016.25
0,1,1,0,1,2,4,1416.5
0,1,1,3,0,2,2,1021.25
0,0,1,1,0,2,3,273.25
0,1,0,1,0,2,4,833.25
0,3,0,0,1,2,4,816.5
0,1,1,0,2,1,3,270.75
0,0,1,0,2,2,1,1112.5
1,1,0,3,0,2,4,872.25
0,0,0,0,2,2,4,1367.25
0,0,0,1,2,2,3,1340.75
0,1,1,3,0,1,4,1044.75
0,1,1,1,2,1,3,777.75
0,0,0,3,0,2,3,911
0,3,1,3,2,2,3,623.25
0,0,1,1,1,4,3,1213.5
0,0,0,0,2,1,4,1047.25
0,3,1,0,1,2,5,210
0,0,0,1,2,2,3,1024
0,1,1,3,2,3,5,1070
0,0,1,1,0,2,3,767.75
0,0,0,3,0,2,4,969.5
0,0,0,0,1,3,1,938.25
0,0,1,1,2,1,2,384
0,0,1,1,0,2,5,902
0,3,1,1,2,2,4,778.75
0,0,0,3,1,2,3,756.5
1,0,1,0,0,3,4,321.5
0,3,0,0,2,2,3,1495.5
0,0,0,0,0,1,5,887.75
0,0,0,1,2,1,3,963
0,3,0,0,1,2,3,1200.5
0,0,0,3,2,2,2,976
0,0,0,1,0,2,3,1040.5
0,0,1,3,1,2,4,1284.5
1,3,1,0,0,2,5,1238.5
0,0,1,3,1,3,5,325.5
0,1,1,0,0,1,3,1002
0,1,0,3,1,1,3,958
0,3,1,1,2,2,2,1094.25
0,1,1,1,1,3,5,1012.5
0,1,0,1,2,1,2,720
0,1,0,3,2,1,3,169.5
0,1,0,1,2,2,5,1355.75
1,3,1,3,1,2,3,1111.5
0,0,0,1,1,3,4,732.25
0,0,1,1,1,2,4,1032
0,1,0,0,2,3,3,978.25
0,3,1,3,2,2,4,1114.5
0,3,1,0,0,3,4,266.75
0,1,1,0,2,2,3,782
0,3,1,3,2,4,4,1272
0,0,0,0,0,2,3,1171
0,0,0,1,0,2,4,326.25
0,1,1,1,1,3,5,1582
1,0,1,0,0,1,5,173.75
0,3,1,1,1,1,2,1042.25
0,0,0,1,2,2,2,233.5
0,1,1,3,1,2,5,1398.75
0,3,1,1,1,2,4,274
1,3,1,3,0,1,1,767.5
0,3,0,3,2,3,3,1269.25
0,0,0,0,1,1,4,1055.25
0,0,1,1,2,3,4,71.25
0,3,0,3,2,2,4,1400.25
0,0,1,0,2,1,4,1141.25
0,3,1,3,1,2,1,1415.5
0,3,0,0,0,1,2,266.75
0,1,1,1,0,1,2,285.75
1,3,1,1,0,2,4,1062.5
0,0,1,1,2,2,5,901.25
0,3,1,1,2,2,3,652.75
0,3,0,1,1,1,5,1094.5
0,0,0,0,1,2,4,947.5
0,3,1,0,1,3,4,179.75
0,1,1,1,1,2,4,789.25
0,3,1,3,0,1,6,167.25
0,1,1,0,1,2,2,1072.25
0,3,0,3,1,1,3,725.25
1,0,1,1,0,3,4,1055.25
0,0,1,1,1,1,3,198
0,0,1,0,2,2,2,165.25
0,0,1,3,2,2,3,646
0,0,1,3,0,3,3,894.25
0,1,0,0,0,2,3,724
0,3,0,1,2,2,2,302.25
0,0,0,1,1,2,4,1732.75
0,3,1,0,0,2,2,1334
0,1,0,1,2,1,5,933.5
0,1,1,1,1,2,2,1275.5
0,0,0,1,1,1,5,865
0,0,1,3,1,1,3,859
0,1,1,3,2,1,5,107.25
0,0,1,3,1,3,5,1004.5
0,3,1,1,1,2,4,1794.5
0,3,1,0,1,1,2,884.25
0,3,1,1,1,2,2,1194
0,3,0,0,1,1,5,1036.75
0,0,1,0,2,2,4,1738
0,3,0,0,1,1,2,799
0,0,1,1,2,1,2,1268.5
0,3,0,1,0,1,3,968
0,1,1,1,1,2,2,756.75
0,0,1,1,0,2,4,1436.75
0,0,1,3,2,3,4,1391.25
0,1,1,1,1,1,3,1150.25
0,1,0,3,1,2,4,770.75
0,3,1,0,0,1,4,1036
0,0,1,1,0,1,4,1164.25
0,1,0,1,1,4,3,1083.25
0,1,1,1,0,2,4,1144.5
0,1,0,1,1,3,4,1332
0,1,1,1,2,2,4,901.5
0,1,1,3,2,2,5,733.25
0,3,0,3,0,2,5,1003.75
0,1,1,1,0,2,6,1145
0,0,1,3,0,1,3,1093
0,1,1,3,0,1,4,216.75
0,1,1,3,1,2,3,1105.5
0,0,0,0,2,1,2,1262.5
0,0,1,1,0,2,5,1251
0,1,1,1,1,2,4,233.75
0,3,0,0,2,1,3,785.5
0,0,0,1,0,1,3,957.75
0,3,1,1,2,3,3,176.25
0,1,1,3,0,2,2,1124.25
0,3,0,0,2,1,4,1018
0,0,1,1,2,1,5,1307.75
0,0,0,1,2,1,4,1291.5
0,1,0,0,0,3,4,907.5
0,0,1,1,0,2,4,996.25
0,0,0,1,2,1,4,1183
0,3,0,1,2,3,3,974.25
0,1,1,3,2,1,2,932.75
0,0,1,1,1,2,3,1242.75
0,3,1,0,0,2,2,974
0,0,0,1,2,2,2,1196.25
0,0,0,1,2,2,3,1362.25
0,3,0,1,2,3,2,740
0,0,0,3,1,2,4,918.75
0,0,1,0,0,2,6,1147.25
1,0,1,1,2,3,4,1195.75
0,0,1,1,0,3,3,783.25
0,0,0,1,1,3,2,1175
0,0,1,1,1,2,4,1136
0,1,0,3,1,1,6,978.25
0,0,0,1,1,3,2,756.25
0,1,0,0,2,2,4,278.5
0,1,0,1,2,1,4,1099.75
0,1,1,0,0,2,3,1064.25
1,0,1,3,0,3,4,939.5
0,3,0,3,1,2,5,759.5
0,0,0,3,1,1,5,730.25
1,1,1,3,1,1,4,980.75
0,3,1,0,0,2,5,1296.5
0,3,0,3,1,2,5,942.75
0,0,1,1,2,3,3,206.5
0,0,1,3,2,4,5,1070
0,0,1,1,1,2,4,262
0,0,1,3,2,2,3,1201.5
0,3,0,3,2,1,4,938.75
0,1,1,3,0,2,2,1216.75
0,3,1,3,2,2,3,883.75
0,0,0,0,2,3,3,1186.25
0,3,1,1,0,2,5,1062.5
0,0,1,3,0,3,3,960.5
1,0,0,3,1,1,3,291.5
0,1,0,1,2,1,3,925.25
0,3,1,3,1,1,4,781.25
0,1,0,0,2,3,2,1282.75
0,3,0,1,1,4,4,1175.75
0,0,1,0,1,2,4,912.75
0,3,1,3,0,2,2,1073.25
0,1,1,3,1,2,3,1007
0,1,0,3,2,1,3,720.25
0,1,0,1,2,2,4,1243.25
0,3,1,3,2,1,2,238
0,1,1,1,2,2,3,1247
0,3,1,0,2,2,2,1029.5
0,3,1,1,1,3,1,752.25
0,0,0,3,2,1,3,695
0,3,0,1,0,3,2,1087.25
0,3,1,0,1,3,4,1234.5
0,1,1,0,1,2,3,931.5
0,0,0,0,0,3,5,1139
0,1,0,1,0,3,3,1026
0,0,0,1,1,2,5,1291
0,1,0,3,2,1,3,881.5
0,0,0,1,2,2,4,1539
0,0,1,1,1,1,3,1084
0,0,0,1,2,3,4,760.5
0,1,1,0,2,4,2,1204.25
0,0,1,1,2,1,5,1165
0,3,0,1,1,1,3,1314.5
0,0,1,1,2,2,3,313.75
0,3,0,3,0,2,4,1308.75
0,0,0,3,2,1,3,1044.25
0,0,0,3,2,1,1,708.25
0,0,0,3,1,2,4,926.25
0,1,0,1,1,2,2,846
0,0,0,1,0,2,2,640
0,3,0,3,2,2,4,1154
0,1,1,1,2,3,4,915.25
0,3,0,1,0,1,2,231.25
0,1,0,1,1,2,5,121.25
0,0,0,3,0,4,3,690
0,3,1,3,2,1,3,1179.5
0,1,0,1,2,1,3,276.75
0,1,1,1,0,1,4,996
0,0,1,1,2,2,5,1065.5
0,3,1,3,1,3,3,1096.25
0,3,0,1,1,1,4,1932
0,3,0,1,0,1,2,1232.5
0,3,1,1,0,2,3,970
0,3,0,1,1,2,4,1030.5
0,3,0,1,2,2,3,171.5
1,3,0,0,1,1,3,801.75
0,0,0,3,0,3,3,1322
0,3,0,0,2,2,1,1317.75
0,3,0,1,1,1,2,1074
0,3,0,1,2,3,6,669
0,1,1,0,0,3,4,687.5
0,3,1,1,1,2,4,844
0,0,0,1,0,2,5,1377.75
0,3,1,0,2,2,3,680
0,0,1,1,1,2,2,1089.75
0,3,1,1,1,1,5,904
0,1,1,1,2,3,4,180.75
0,1,0,1,2,1,5,729
0,1,1,0,2,3,3,1136.75
0,0,0,1,2,3,2,821
0,1,1,1,2,2,1,1174
0,1,0,0,0,4,5,1211.5
0,0,1,3,0,3,3,750.5
0,0,0,1,2,1,5,1044
0,3,1,1,1,1,4,1164
0,1,1,1,0,2,4,280
0,0,0,0,2,1,2,705.5
0,3,1,1,1,2,3,123.5
0,0,0,3,1,2,2,990
0,1,1,1,0,2,5,1121
0,1,0,1,2,2,4,1396.75
0,1,1,1,1,1,1,1365.5
0,3,0,1,0,1,3,1117.25
0,1,1,1,2,1,2,861.25
0,1,0,0,0,1,5,1202.75
0,1,0,3,2,2,3,959.5
0,0,0,1,2,3,2,287.25
0,1,0,3,2,1,3,1041.75
0,0,1,1,0,3,4,943.5
0,0,1,1,1,1,3,148.25
0,1,0,1,0,2,5,1196
0,0,1,1,1,1,5,880.25
0,0,1,1,2,1,3,962.75
0,1,1,1,1,3,4,909
0,3,0,1,2,2,3,1020.5
0,3,0,1,1,1,5,321
0,0,0,1,2,2,4,991
0,1,1,0,0,3,2,865.5
0,0,0,3,1,2,3,1273
0,0,1,1,1,2,4,876.5
0,1,1,1,1,3,5,1314.5
0,0,1,3,2,2,5,960.5
0,1,1,1,1,2,3,759.75
0,3,0,1,2,4,5,1174.25
0,3,1,3,1,1,3,1180.5
0,3,0,1,0,1,2,987.25
0,1,1,1,2,2,6,754.25
0,0,0,0,2,1,2,895
0,1,1,1,0,1,3,896.25
0,3,1,1,2,2,5,1198
0,3,1,0,0,1,2,1445
0,1,1,1,1,2,4,1388
0,3,0,3,1,4,2,998.5
0,0,0,1,1,1,4,1013.25
0,0,0,0,0,1,5,895
0,3,1,1,1,2,2,732.5
0,3,1,3,2,2,4,205.25
0,3,0,3,1,2,5,948
0,0,1,1,2,3,3,1229
0,3,1,1,2,1,3,1102.75
0,0,0,1,1,3,2,202.75
0,1,0,1,0,2,2,939
0,1,0,3,1,1,3,1129.25
0,0,1,3,1,3,6,1227.75
0,3,1,1,0,1,4,726
0,0,1,0,1,2,3,780.25
0,3,1,3,1,1,2,1425.75
0,3,0,3,1,2,3,660.75
0,0,0,3,1,1,4,1306
0,1,0,1,1,4,3,1023.75
0,3,1,0,1,2,3,1004
0,1,0,1,1,2,3,987.25
0,1,1,3,2,2,4,1223.75
0,0,1,3,2,2,4,1176
0,3,0,0,1,1,3,827.75
0,0,1,1,2,3,3,1032.75
0,3,0,1,1,1,4,1316.5
0,0,1,3,1,2,3,1257.75
0,1,0,1,2,1,5,684
0,3,0,1,1,2,3,1010.5
0,0,0,1,1,2,3,1250.75
0,0,1,1,0,1,3,730.25
0,1,0,0,0,2,5,1153.75
0,3,1,1,0,3,3,922.75
0,0,0,1,1,1,3,1464.25
0,0,1,3,1,1,4,229.75
0,1,1,1,1,1,3,1309.25
0,0,0,3,0,1,4,915
0,0,0,3,1,3,4,230.75
0,1,0,3,1,2,6,601.5
0,1,0,3,0,2,3,917.25
0,3,0,1,1,1,2,241.75
0,3,1,3,2,3,2,830.25
0,3,0,1,2,2,2,993.25
0,3,0,3,1,3,3,944
0,3,1,1,2,1,4,757.5
0,0,0,1,2,1,2,1032.25
0,0,1,1,1,2,4,262
0,1,1,1,0,3,5,869.5
1,0,1,1,0,1,2,1236.25
0,1,0,0,1,2,5,830.25
0,1,0,1,2,2,4,1066.5
0,1,0,3,0,2,4,1121.75
0,1,0,1,2,3,3,1008.25
0,1,1,0,1,3,2,1526.75
0,1,0,0,2,3,5,944.25
0,1,1,1,0,2,3,194
1,3,0,1,2,3,4,1054.25
0,0,1,1,2,3,3,1724.75
0,1,0,3,2,1,5,878
0,1,1,3,1,2,3,1114.75
0,1,1,1,1,1,1,365.25
0,3,0,0,2,2,4,357.75
0,0,0,3,2,1,3,1009.25
0,3,0,3,2,1,4,986.25
0,1,0,3,1,2,5,169.5
0,1,1,1,2,2,4,1049.75
0,1,1,1,1,3,4,863.5
0,1,1,3,2,2,6,970.5
0,3,1,3,1,2,5,854
0,0,1,3,0,2,4,1054
0,3,0,1,1,2,5,1502.75
0,1,0,0,2,1,4,888.5
0,1,1,1,0,1,4,991.5
0,1,0,3,0,4,5,692.25
0,1,0,3,2,2,3,1127
0,1,1,1,0,2,2,940.25
0,0,0,0,2,2,5,1226.75
0,0,1,3,0,1,3,1034.75
0,3,0,3,2,2,4,710
0,0,0,1,2,1,4,817.25
0,3,0,1,1,1,5,1177.5
0,3,1,3,2,1,4,1158.75
0,1,1,0,0,1,4,1290.5
0,0,0,0,2,1,2,1770
0,3,0,3,0,2,5,896.25
0,1,1,3,1,2,5,904
0,0,0,1,0,2,4,256
0,1,0,1,2,2,5,1155
0,0,1,1,0,2,3,1087.25
0,1,0,3,2,2,4,1163.25
0,3,0,3,2,1,3,654.5
0,3,1,1,2,1,3,217.25
0,0,0,0,2,4,4,1212
0,0,0,3,1,2,6,1181
0,3,1,1,0,3,5,1338.5
0,1,0,1,0,1,5,1699.75
0,1,0,1,1,3,4,1156
0,3,1,1,1,2,3,337
0,1,0,3,0,1,3,1105.25
0,3,1,1,1,1,5,732.25
0,3,1,0,1,2,5,1205.75
1,0,1,1,2,2,2,1298.75
0,1,1,0,2,1,2,1093.25
0,3,1,3,1,1,3,813.75
0,0,1,0,1,2,3,1028
0,3,0,0,0,3,3,1136.25
0,0,1,3,2,2,3,1065.75
0,1,1,1,2,2,3,835
0,0,1,3,1,1,5,1091.75
0,0,0,3,1,1,2,1009.5
0,0,1,1,1,1,2,1415
0,0,0,0,2,2,3,132
0,0,0,0,2,2,4,1792
0,0,0,0,0,4,5,1420
0,3,0,1,2,2,3,1057
0,1,0,1,2,1,4,1345
0,0,0,0,2,2,2,1093.5
1,1,1,0,0,2,3,1094.25
1,0,1,0,0,2,2,1726.5
0,1,0,0,2,3,3,341.25
0,0,0,0,2,2,1,1132.75
1,0,1,1,0,1,4,788.25
0,0,0,0,2,3,3,1012.75
0,1,0,1,0,2,4,787.25
0,1,0,3,0,1,3,1275.75
1,3,1,1,0,1,4,960.25
0,3,1,3,1,2,2,686
0,0,1,1,1,1,5,1163
0,1,1,1,1,1,3,1636.25
0,0,1,3,2,2,4,1059.5
1,1,1,1,0,2,5,1063
0,3,1,1,2,2,4,1264
0,1,0,1,1,3,2,1146
0,1,1,3,1,2,4,1213
0,0,0,3,1,1,3,724
0,1,0,1,1,2,4,1132.75
0,1,1,3,0,3,4,1477.5
0,1,1,1,2,3,4,1229.5
0,0,0,3,0,2,3,208.5
0,1,1,1,1,3,5,272.5
0,3,1,1,0,1,3,670.25
0,1,1,1,2,2,3,1046.25
0,1,1,1,0,2,3,1062
0,1,0,0,1,1,2,1033
0,0,0,0,1,3,2,680
0,3,0,1,2,1,2,1365.5
0,1,1,0,2,2,4,1058.5
0,1,1,1,1,1,3,816.5
0,3,0,1,2,2,2,1079
0,3,0,3,2,2,3,1097.75
0,0,1,0,1,4,4,1173.75
0,0,0,1,0,2,5,299.25
0,3,1,0,0,2,4,1332
0,3,1,1,1,2,5,938.25
0,0,1,3,2,1,1,992.75
0,0,0,3,2,1,2,1130.25
0,1,0,1,1,1,4,1297
0,0,0,3,2,2,3,965.5
0,0,0,1,1,3,4,1851.75
0,1,0,0,1,2,5,288.75
0,1,1,0,2,2,3,1160.75
0,0,0,3,1,1,3,679
0,1,1,0,2,1,3,1780
0,1,0,1,1,1,3,178.75
1,3,0,0,0,1,3,1172
0,3,1,1,2,2,4,1381
0,1,0,1,2,4,5,1309.25
0,3,1,3,0,4,4,1095
0,1,0,0,2,1,4,1365.75
0,1,0,0,2,1,4,616
1,0,1,1,0,3,5,1005.5
0,1,1,3,0,3,3,199.5
0,3,0,0,1,2,3,1067.75
0,1,1,3,1,2,4,267.5
0,1,1,1,0,3,3,898.5
0,0,0,3,2,1,3,1000.25
0,3,0,0,1,2,5,709.25
0,1,0,0,2,1,3,994.5
0,1,0,1,1,2,5,1070
0,3,1,3,2,1,4,1394.75
0,0,1,3,0,3,2,1131.5
0,3,1,1,2,2,2,980.5
0,3,1,3,2,2,4,948
0,3,1,1,2,2,1,1010.5
1,0,1,0,0,2,4,168.5
0,3,1,1,2,1,4,995.5
0,1,1,3,1,1,5,1469
0,0,0,1,2,2,5,947
0,3,1,0,2,3,3,1071
0,3,1,3,1,4,3,1084.25
0,3,0,0,2,2,4,931.75
1,0,1,0,0,1,2,724.25
1,0,1,1,2,2,4,1242.5
0,1,1,1,0,2,3,256.75
0,1,0,0,2,1,4,801.5
0,0,0,3,0,3,4,1060
0,1,0,3,1,3,4,760.5
0,1,0,1,0,1,2,207.25
1,0,1,3,0,2,5,1025.5
0,3,1,3,1,2,2,1108
0,0,0,0,2,1,5,1086.5
0,3,1,3,2,3,4,1146.5
0,3,1,0,1,1,5,1157.5
0,1,1,1,2,4,3,1162.25
0,3,1,0,1,3,4,1077
0,3,0,0,1,3,4,1178.5
0,3,0,1,2,2,5,1088
0,1,1,0,1,3,3,1153.5
0,3,0,0,0,3,2,225
0,1,1,1,1,1,4,700
1,1,1,1,1,2,5,972.25
0,1,0,3,1,3,4,1101.5
0,3,0,3,1,2,4,1041.5
0,1,0,1,0,1,2,1393.25
0,3,1,1,0,1,2,1272.75
0,0,1,1,2,3,5,855.75
0,3,1,1,1,3,3,952.25
0,1,1,0,2,3,4,889.5
0,1,1,1,2,2,3,1360.25
0,0,0,1,1,2,4,1195.25
0,1,1,3,0,3,3,219.75
0,3,0,3,1,1,4,937.5
0,0,0,1,1,2,3,1073.5
0,3,1,1,0,1,2,1049.5
0,0,0,0,1,1,4,1420
0,3,1,3,0,2,5,155.75
0,3,1,3,2,2,2,1033
0,3,1,1,2,1,3,845.75
0,0,1,1,1,3,5,1126.5
1,0,1,1,1,1,5,806.25
0,3,0,1,1,1,4,896.75
0,0,1,1,1,2,1,1003.25
0,3,0,0,1,1,5,805.25
0,3,1,1,0,2,2,980
0,1,1,3,1,4,5,972.25
0,3,1,3,2,1,3,1005
0,3,1,0,2,3,3,1322.75
0,0,0,3,0,1,3,1130.5
0,1,1,1,2,2,5,681.5
0,1,0,1,1,2,2,1340
0,0,0,3,1,2,5,1148.75
0,3,1,0,1,1,3,249.5
0,1,1,0,0,1,4,1022
0,0,0,0,1,1,4,1126.75
1,3,1,1,0,2,4,381
0,0,1,1,1,2,4,1358.5
0,3,0,0,1,2,2,894.75
0,1,1,1,2,2,3,1089.75
0,1,0,3,2,3,4,316.25
0,0,0,1,1,2,3,172.25
0,1,0,1,1,3,2,726
0,1,1,1,1,3,4,907.75
0,1,1,3,2,2,4,701.75
0,0,1,1,2,1,4,1258
0,0,1,1,1,3,3,736.75
0,0,0,3,0,1,3,923.75
0,0,0,1,2,1,2,965
0,0,0,1,0,3,3,202.5
0,1,0,0,2,3,4,901.75
0,3,0,3,2,3,4,917.75
0,1,1,1,2,2,6,1217.25
0,3,0,1,2,1,2,1703.25
0,1,1,0,1,2,3,1065
0,3,1,1,1,3,3,1004.25
0,1,0,1,0,1,1,1053.75
0,3,0,3,1,3,3,779.5
0,0,1,1,1,3,3,675
0,1,0,1,0,1,2,1081.25
0,1,1,1,2,2,2,1345.75
0,0,1,0,0,1,4,1130.5
0,1,0,1,2,1,4,700.5
0,0,1,1,2,1,4,1030.25
0,3,1,0,0,1,3,967
0,1,0,3,1,4,5,1386.75
0,3,0,1,1,1,2,1135.5
0,1,0,1,2,3,3,1130
0,3,0,1,0,2,3,940
0,0,1,3,2,4,3,1338.5
0,1,0,3,0,2,2,869.75
0,0,0,1,2,1,5,1119.25
0,3,1,1,0,2,3,1441.25
0,3,0,3,1,1,6,841
0,1,1,1,2,2,5,766.25
0,0,0,1,2,2,5,1185.25
0,1,0,1,2,1,3,1670.5
0,1,0,1,2,1,3,836.25
0,0,1,1,2,1,5,1708.5
0,1,0,3,0,3,5,780
0,1,0,0,1,4,2,846.25
0,1,1,3,2,1,5,1134.75
0,1,1,3,1,1,4,884.25
0,0,0,1,1,3,4,983.25
0,0,0,3,2,1,5,1322.25
0,3,0,1,2,1,3,911.5
0,3,1,0,1,1,4,151.75
0,3,0,0,2,2,4,808.25
0,3,1,1,2,2,2,1130.75
0,1,0,3,0,1,2,1103
0,3,1,3,1,2,4,1156.5
0,1,0,3,1,2,4,1071
0,3,0,0,1,1,2,1196
0,1,1,3,0,2,5,297.75
0,3,0,1,2,3,2,956.25
1,0,0,1,0,1,5,1073.5
0,0,1,1,0,1,4,1828
0,1,1,1,2,1,3,1143.75
0,1,1,1,0,2,3,1120.5
0,3,1,1,0,3,3,1056.5
0,1,1,0,2,1,3,1310.25
0,0,1,1,1,1,2,981.75
0,1,1,1,0,1,4,1222.75
0,0,1,0,1,3,2,1327
0,1,1,0,2,2,6,1311
0,3,0,0,0,1,2,735.25
0,3,0,1,1,2,3,1182.25
1,0,1,3,0,3,2,986.25
0,3,1,1,0,1,4,1058.25
0,3,1,1,2,2,2,184.5
0,1,1,1,2,1,4,1158.25
0,0,1,3,1,2,4,1810.25
0,0,1,0,0,2,4,0
0,3,0,1,1,2,3,1151.75
0,1,1,1,2,2,5,1093.25
0,3,1,0,1,1,1,1487.5
0,1,1,1,1,3,2,1045.5
0,1,1,1,1,3,4,1016
0,0,1,0,0,2,2,1126.5
0,1,1,3,1,2,4,1166.75
0,0,1,1,0,2,5,1305.75
0,0,0,1,2,3,6,905
0,1,1,1,2,2,3,864.25
0,0,1,1,0,2,5,816
0,0,1,1,1,3,5,0
0,1,1,0,1,1,5,965.5
0,1,0,3,1,1,5,1005.75
0,0,1,1,2,3,3,1074.25
0,0,1,1,2,2,4,1042.25
0,0,0,1,0,3,2,1248.5
0,0,0,0,0,3,3,1043.5
0,1,1,3,1,1,4,1017
0,0,0,3,0,2,3,939.25
0,3,1,1,2,2,5,1204.25
0,3,0,1,0,1,3,392.25
0,0,1,3,1,1,3,299
1,0,1,0,0,2,1,276
0,1,1,1,0,4,3,1025.75
0,0,0,0,2,2,5,1032.25
0,0,0,0,1,1,3,338.25
0,0,1,3,2,2,3,1195.25
0,0,0,3,2,2,4,1240.5
0,1,1,1,1,2,3,976
0,0,0,3,0,1,4,1061.5
0,3,0,1,2,2,2,1016.75
0,3,1,1,1,1,4,48.25
0,1,0,1,2,2,1,1173.25
0,0,0,1,1,2,4,779.25
0,3,1,3,1,3,3,787
0,1,1,1,2,1,4,875
0,1,1,1,1,2,2,211.25
0,1,1,0,2,2,2,872.75
0,1,1,1,2,2,3,869
0,0,1,3,1,2,3,1065.5
0,3,0,3,1,2,3,255.5
0,3,0,1,1,1,3,1312.25
0,3,1,1,1,1,4,968
0,0,1,1,0,2,4,1297
0,0,0,1,1,2,3,1193.25
0,3,1,1,2,1,3,1022.75
0,1,0,1,0,1,2,1092
0,1,1,3,0,1,2,1501.25
0,3,1,1,2,2,4,1813.25
0,0,1,1,0,1,4,1298.75
0,1,0,0,2,2,4,196.75
0,0,0,1,1,2,5,713.25
0,1,1,3,1,3,3,1180.25
0,1,0,1,2,3,5,1151
0,3,1,1,2,2,3,1221.25
0,0,1,1,2,2,2,1031.25
0,3,0,1,1,1,2,1070.25
0,3,0,0,2,3,4,1068
0,1,1,0,2,2,4,258.75
0,3,0,1,0,1,4,1337.5
0,3,0,1,0,2,5,1706.25
0,1,0,3,1,3,3,233
0,0,0,0,0,3,2,347
0,3,0,1,1,2,5,1005.5
1,1,1,0,0,2,3,1436.25
0,3,0,0,0,2,6,1025
0,0,0,1,2,1,3,1474.5
0,0,0,0,0,1,5,1104.5
0,0,1,3,2,3,4,1127
0,1,0,1,2,2,2,773.25
0,1,1,3,2,1,2,699.5
0,1,1,3,1,3,3,1062.5
0,0,0,0,1,1,3,1077
1,0,0,1,1,3,3,673.5
0,3,0,3,1,2,5,755.5
0,1,1,1,1,2,2,1730.75
0,0,0,1,1,2,3,779.75
0,1,1,3,2,1,4,273.5
0,3,1,1,0,2,4,1322.25
0,1,1,1,1,3,4,279
0,3,0,1,1,4,4,964
0,1,0,3,0,4,4,370
0,1,1,1,1,3,3,745.5
0,0,0,3,0,2,4,1211.25
0,3,1,3,0,2,4,1100.25
0,1,1,1,0,2,4,753.75
0,1,0,3,2,2,4,780.5
0,1,0,1,2,2,4,950.5
0,0,0,3,1,1,3,792.75
0,1,1,1,2,1,3,995
0,1,1,3,2,4,3,1866
0,1,0,0,1,3,3,1080.75
0,3,0,1,0,1,5,1357.5
0,3,1,1,1,2,4,246.75
0,1,0,3,0,4,5,149.25
0,3,1,1,0,2,4,230.75
0,1,1,1,2,2,3,1711.25
0,0,1,1,2,1,2,804.75
0,3,0,1,0,2,2,1223
0,0,1,1,0,1,5,1209.5
0,3,1,3,0,1,2,256.75
0,0,1,1,1,3,4,1338.5
0,1,0,0,1,2,2,902.5
0,0,1,3,0,2,3,163.25
0,3,1,3,0,2,3,1063.75
0,1,1,1,2,1,2,134
0,3,0,1,1,1,2,1111
0,1,0,3,0,3,4,925.25
0,1,0,1,0,2,2,728
0,0,0,0,2,1,3,937.75
0,1,0,1,2,2,2,1332
0,0,0,0,2,1,5,695.5
0,3,1,3,0,3,2,777.5
0,3,1,1,0,3,4,1022
0,3,1,1,2,1,4,1051.5
0,1,1,0,1,2,5,1025
0,0,1,0,0,3,4,1074.5
0,3,0,1,0,2,5,831.25
0,1,1,1,1,1,3,1066.75
0,3,1,0,2,2,5,1034.5
0,1,1,1,0,2,2,379
0,0,1,1,2,3,3,1170.25
0,3,1,1,1,1,3,934.75
0,3,1,1,1,2,2,268.75
0,1,1,1,1,2,4,994.75
0,3,0,3,2,3,5,1309.25
0,1,0,3,1,2,5,356.75
